"","dist_to_all_rivers.na.mean","dist_to_roads.na.mean","srtm_elevation_500m.na.mean","srtm_slope_500m.na.mean","accessibility_map.na.mean","gpw_v3_density.2000.mean","wdpa_5km.na.sum","treecover2000.na.mean","latitude","longitude","udel_precip_v4_01_yearly_max.2002.mean","udel_precip_v4_01_yearly_min.2002.mean","udel_precip_v4_01_yearly_mean.2002.mean","udel_air_temp_v4_01_yearly_max.2002.mean","udel_air_temp_v4_01_yearly_min.2002.mean","udel_air_temp_v4_01_yearly_mean.2002.mean","v4composites_calibrated.2002.mean","ltdr_yearly_ndvi_mean.2002.mean","treatment","iba_statescore","propensity","ML.prop","transOutcome","transProp","tree.pred","GEF_ID","Title"
"177",2571.1433105469,150058.265625,365.0706388206,0.4367649555,424.5185185185,0.7468517423,0,0,16.6,1.6,67.3,0,15.5,35.8,22,29.5916666667,0,1289.96777344,1,-1,0.631531346660035,0.631531346660035,-1.58345267465926,0.631531346660035,-0.722453047661766,1242,"Desert Margin Programme, Phase 1"
"178",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,439.042755127,1,-1,NA,NA,NA,NA,-0.722453047661766,2796,"Building the Partnership to Track Progress at the Global Level in Achieving the 2010 Biodiversity Target (Phase I)"
"179",NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,0,439.042755127,1,-1,NA,NA,NA,NA,-0.722453047661766,3811,"International Commission on Land Use Change and Ecosystems"
"187",1995.2618408203,1096.2058105469,2941.0461538462,12.0977611542,206.7912621359,384.0565490723,2,34.0596150467,-1.25,-78.5,219.45,54.95,121.6916666667,13.65,11.3,12.7083333333,8.5971223022,1822.15600586,1,-1,0.910215202601902,0.910215202601902,-1.09864128520535,0.910215202601902,1.0933157282911,3266,"Management of Chimborazo's Natural Resources"
"189",NA,NA,NA,NA,NA,NA,0,0,-4.58333,55.66667,NA,NA,NA,NA,NA,NA,0,532.367980957,1,-2,NA,NA,NA,NA,-0.722453047661766,3254,"Mainstreaming Prevention and Control Measures for Invasive Alien Species into Trade, Transport and Travel Across the Production Landscape"
"205",2195.0649414063,880.5285644531,109.0412037037,1.2025601864,10.890459364,102.8965911865,0,9.830853563,44.81892,20.45998,87,13.4,43.4083333333,23.95,0.15,13.15,45.9383802817,2568.54614258,1,0,0.97526597809575,0.97526597809575,0,0.97526597809575,1.0933157282911,2605,"Transitional Agriculture Reform"
"209",1297.056640625,11174.91796875,404.8514030612,0.098206751,725.1850961538,15.8606061935,0,15.4213677366,7.5,30,172.75,0,75.0125,32.05,26.9,28.8770833333,0,2394.50292969,1,-2,0.817073444285796,0.817073444285796,-2.4477603745257,0.817073444285796,-0.722453047661766,1842,"Indigenous Peoples' Network for Change"
"210",2765.3859863281,5015.4946289063,130.6326530612,0.3535171747,481.4302884615,28.6694393158,0,14.8512206089,8.1,-1.2,215.1,0,114.7583333333,30.1,25.6,27.6333333333,0,2417.62695312,1,-3,0.871638389063148,0.871638389063148,-3.44179425509752,0.871638389063148,-0.722453047661766,1842,"Indigenous Peoples' Network for Change"
"216",2756.4311523438,3715.9006347656,1429.7262979684,8.3593482971,237.702991453,92.6753082275,0,0.0019350404,30,70,19.4,0,6.6020833333,33.15,11.55,23.75,1.5414012739,1206.68286133,1,-2,0.634145526674949,0.634145526674949,-3.15385020609814,0.634145526674949,-0.722453047661766,1842,"Indigenous Peoples' Network for Change"
"217",2591.138671875,8655.91796875,97.7524752475,0.7264413238,361.6004672897,79.9169769287,0,0.4267125675,15.5,101,328.275,4,94.8520833333,30.225,24.65,27.7729166667,2.1771561772,2169.18896484,1,-3,0.583534877515209,0.583534877515209,-5.14108087724681,0.583534877515209,-0.722453047661766,1842,"Indigenous Peoples' Network for Change"
"221",4003.7446289063,1180.9836425781,208.2756563246,5.4443855286,213.2912844037,6.4947524071,1,46.5709643358,-21.5,165.5,218.25,2.15,60.425,27.4,19.05,23.4083333333,1.5659955257,2853.64111328,1,-1,0.851558013383362,0.851558013383362,-1.17431811372059,0.851558013383362,1.0933157282911,1842,"Indigenous Peoples' Network for Change"
"222",1832.6340332031,496.6928100586,350.5650510204,1.1322458982,313.5336538462,42.2705841064,0,55.4721482977,8.5,-11.5,494.95,18.325,161.1791666667,27.875,25,26.4895833333,0,3624.3659668,1,-2,0.903549538666275,0.903549538666275,-2.21349235920389,0.903549538666275,1.0933157282911,1842,"Indigenous Peoples' Network for Change"
"223",1964.1822509766,2019.0819091797,50.3125,0.101266861,291.3995327103,12.8586606979,0,0.4217925064,14.5,-14.25,168.7,0,43.6125,33.35,26.1,29.6041666667,0,2073.81884766,1,-3,0.636246199984728,0.636246199984728,-4.71515586273365,0.636246199984728,-0.722453047661766,1842,"Indigenous Peoples' Network for Change"
"225",2002.8836669922,2047.6291503906,41.685625,0.2866414785,233.1462264151,34.206401825,0,38.4788970081,13,105,301.675,0,87.4958333333,30.85,26.225,28.425,0,3052.96191406,1,0,0.75275690813969,0.75275690813969,0,0.75275690813969,-0.722453047661766,1842,"Indigenous Peoples' Network for Change"
"226",3309.1625976563,7631.470703125,65.2806122449,0.2674485147,514.8365384615,10.1221504211,0,0.4677556646,8,-66,323.75,0.5,111.7625,28.975,26.25,27.7375,0,2006.12573242,1,-1,0.795630391373686,0.795630391373686,-1.25686501023856,0.795630391373686,-0.722453047661766,1842,"Indigenous Peoples' Network for Change"
"227",1709.1728515625,749.8591308594,75.5729166667,1.0051132441,115.2453703704,8.7307538986,1,81.7064536911,17.25,-88.75,271.1,0,151.575,28.1,23.7,26.0833333333,4.7599067599,3727.06542969,1,0,0.983677223479112,0.983677223479112,0,0.983677223479112,1.0933157282911,1842,"Indigenous Peoples' Network for Change"
"229",2620.9758300781,2077.2290039063,768.5721518987,0.9840794206,183.7023809524,59.4570503235,1,8.8026489206,10,8,292.15,0.475,109.3333333333,29.35,21.425,24.9604166667,0,2675.91430664,1,0,0.845375301676829,0.845375301676829,0,0.845375301676829,-0.722453047661766,1842,"Indigenous Peoples' Network for Change"
"232",1817.2506103516,2966.6594238281,166.0078313253,0.3013979495,80.5596330275,134.2643127441,0,0.0035367396,21,96,287.375,0,79.94375,31.175,22.125,26.96875,0.4259681093,2048.63085938,1,-2,0.558745137809099,0.558745137809099,-3.57944949255795,0.558745137809099,-0.722453047661766,1842,"Indigenous Peoples' Network for Change"
"233",2594.3972167969,4302.6020507813,248.7640931373,0.9290698171,310.2731481481,9.2027301788,0,89.9656071053,-17,-65,546.275,112.1,277.4479166667,30.525,23.075,28.0083333333,0,3272.83007812,1,0,0.937431788349155,0.937431788349155,0,0.937431788349155,-0.722453047661766,1842,"Indigenous Peoples' Network for Change"
"234",1738.4621582031,883.4922485352,16.3734413965,0.4952503741,272.9146919431,87.60962677,1,6.8670063906,13.5,-15.5,226.85,0,63.8958333333,30.375,25.775,28.3916666667,0.2284382284,2390.96142578,1,-3,0.68805274569391,0.68805274569391,-4.36013084574564,0.68805274569391,1.0933157282911,1842,"Indigenous Peoples' Network for Change"
"237",1969.4373779297,2149.1430664063,655.7398568019,1.1046363115,65.9311926606,292.9481811523,0,0.2960401878,22,79,443.55,0.225,91.775,33.6,18.375,25.2791666667,7.6935123043,2204.42089844,1,-3,0.706510859421574,0.706510859421574,-4.24621923356723,0.706510859421574,-0.722453047661766,1842,"Indigenous Peoples' Network for Change"
"239",998.8021850586,4523.10546875,323.8664556962,2.5305550098,526.0404761905,2.007298708,0,86.9573224112,-10,-75.25,350.85,48.25,167.7875,37.15,34.85,36.475,0,3266.46582031,1,-3,0.919528812940026,0.919528812940026,-3.26254050746713,0.919528812940026,-0.722453047661766,1842,"Indigenous Peoples' Network for Change"
"240",2007.0888671875,9500.41015625,310.9025477707,0.85788697,312.8349282297,12.0212898254,1,16.6450285158,9.5,2.25,361,1.15,92.5625,29.6,24.8,27.0416666667,0,2765.44604492,1,-3,0.77033114307492,0.77033114307492,-3.89442907374216,0.77033114307492,-0.722453047661766,1842,"Indigenous Peoples' Network for Change"
"241",1185.5339355469,1135.3385009766,80.5395408163,1.6629638672,95.9759615385,118.0182189941,1,37.4337480162,9,-80,398.35,25.3,219,28.15,26.4,27.1625,0.1822541966,2231.72607422,1,-2,0.936195631518441,0.936195631518441,-2.13630563171519,0.936195631518441,1.0933157282911,1842,"Indigenous Peoples' Network for Change"
"242",3465.9426269531,274.7145996094,1523.5443037975,6.4136433601,55.580952381,1541.6683349609,0,60.7433308,10,-84,511.85,131.975,309.8520833333,24.55,22.7,23.5395833333,32.2158273381,1564.54370117,1,-2,0.938633223860115,0.938633223860115,-2.13075773279687,0.938633223860115,1.0933157282911,1842,"Indigenous Peoples' Network for Change"
"243",1463.5307617188,3136.7856445313,123.1489769821,0.2361697257,809.8245192308,1.1194089651,0,0,6,48,55.775,0,19.5791666667,30.3,26.075,27.85,0,1109.69421387,1,-3,0.616294383775976,0.616294383775976,-4.86780356754071,0.616294383775976,-0.722453047661766,1842,"Indigenous Peoples' Network for Change"
"244",1587.7547607422,2971.5419921875,347.3182397959,0.9133900404,159.9543269231,42.45079422,0,12.3492548987,8.66667,1.08333,267.1,0,107.6708333333,28.9,24.25,26.1375,0,2613.63842773,1,-3,0.828715997627253,0.828715997627253,-3.62005802782797,0.828715997627253,-0.722453047661766,1842,"Indigenous Peoples' Network for Change"
"247",1812.8353271484,256.472076416,1412.2178217822,5.0635786057,188.9042056075,137.4710845947,0,73.0509084402,15.5,-90.25,424.5,85.3,235.8916666667,22.8,19.1,21.1375,2.2494172494,2559.99707031,1,0,0.93562855139151,0.93562855139151,0,0.93562855139151,1.0933157282911,1842,"Indigenous Peoples' Network for Change"
"248",1586.2142333984,1903.3830566406,226.083974359,0.2024975866,143.390776699,183.9405975342,0,14.3576031053,4,-73.25,664.3,4,300.05,29.1,25.75,27.0541666667,2.6498800959,3177.77172852,1,-1,0.972584786240545,0.972584786240545,-1.02818799363028,0.972584786240545,-0.722453047661766,1842,"Indigenous Peoples' Network for Change"
"250",NA,NA,NA,NA,NA,NA,0,0,-16,167,NA,NA,NA,NA,NA,NA,0,841.916931152,1,-1,NA,NA,NA,NA,-0.722453047661766,1842,"Indigenous Peoples' Network for Change"
"252",1582.7681884766,5941.7744140625,85.4470238095,0.2051924318,560.8165137615,0.7349454165,0,49.133160354,-23.33333,-58,166.45,8.25,75.8541666667,29.75,18.7,25.5291666667,0,3853.20996094,1,0,0.960102564238968,0.960102564238968,0,0.960102564238968,-0.722453047661766,1842,"Indigenous Peoples' Network for Change"
"256",2719.8212890625,432.4228820801,196.1225,2.7391262054,178.6627358491,10.664270401,1,38.592085783,13,-85,329.55,18.225,150.58125,27.825,25.85,26.8416666667,0,2831.84912109,1,-2,0.904912567679413,0.904912567679413,-2.21015827543302,0.904912567679413,1.0933157282911,1842,"Indigenous Peoples' Network for Change"
"257",1657.908203125,691.4720458984,212.307544757,1.4452162981,219.6658653846,77.8764419556,0,67.7857912203,6.5,-9.5,413.475,22,161.4604166667,27.025,24.725,25.9979166667,0,3188.828125,1,-3,0.922623924523187,0.922623924523187,-3.25159571550283,0.922623924523187,1.0933157282911,1842,"Indigenous Peoples' Network for Change"
"263",2446.9626464844,691.3788452148,1694.2435897436,4.841006279,94.2233009709,322.7163391113,0,16.7750397185,-3.5,30,255.175,0,106.49375,20.475,17.775,19.0020833333,0.5755395683,2547.1262207,1,-2,0.868205311613291,0.868205311613291,-2.30360258483517,0.868205311613291,1.0933157282911,1842,"Indigenous Peoples' Network for Change"
"265",3915.3354492188,23924.48046875,1024.3667481663,1.5099328756,2307.3703703704,0.8175539374,1,4.64984353277e-06,18,9,43.625,0,7.1229166667,31.95,15.85,25.8854166667,0,1105.57666016,1,0,0.840551027244971,0.840551027244971,0,0.840551027244971,-0.722453047661766,1842,"Indigenous Peoples' Network for Change"
"277",2359.1328125,1192.5367431641,15.9044289044,1.2183139324,46.4488888889,3137.5122070313,0,12.1003251682,-20.31904,-40.28476,174,18.5,79.875,28.2,23.1,25.8083333333,44.7630979499,1320.48071289,1,0,0.927142948468119,0.927142948468119,0,0.927142948468119,1.0933157282911,2765,"Espirito Santo Biodiversity and Watershed Conservation and Restoration Project"
"278",1715.7313232422,1274.7991943359,13.6717647059,1.0102417469,36.2533936652,2811.4436035156,0,7.4603140041,-20.4,-40.31667,174,18.5,79.875,28.2,23.1,25.8083333333,33.8032036613,1513.14807129,1,0,0.891213435118189,0.891213435118189,0,0.891213435118189,1.0933157282911,2765,"Espirito Santo Biodiversity and Watershed Conservation and Restoration Project"
"280",1812.8353271484,256.472076416,1412.2178217822,5.0635786057,188.9042056075,137.4710845947,0,73.0509084402,15.5,-90.25,424.5,85.3,235.8916666667,22.8,19.1,21.1375,2.2494172494,2559.99707031,1,0,0.93562855139151,0.93562855139151,0,0.93562855139151,1.0933157282911,2687,"Improvement of Management Effectiveness in the Maya Biosphere Reserve (MBR)"
"281",740.0964355469,1452.5323486328,90.6139705882,0.8366969824,661.0787037037,2.4341218472,1,88.9760087394,17.25,-90.15,295.5,20.8,146.175,29.1,23.9,26.4666666667,0,3578.70458984,1,0,0.977859101712085,0.977859101712085,0,0.977859101712085,1.0933157282911,2687,"Improvement of Management Effectiveness in the Maya Biosphere Reserve (MBR)"
"282",3352.3232421875,617.4702148438,204.0759803922,1.1046015024,375.4398148148,54.8893089294,0,69.8629996304,16.83333,-90,254.7,39.45,148.2625,28.45,23.05,25.6291666667,0.8904428904,3148.90136719,1,0,0.950941288403655,0.950941288403655,0,0.950941288403655,1.0933157282911,2687,"Improvement of Management Effectiveness in the Maya Biosphere Reserve (MBR)"
"284",1622.5174560547,1452.7395019531,229.056069008,0.6900437474,584.8414918415,2.4341218472,2,93.9553950762,17.46216,-90.05634,266.275,32.025,141.4395833333,28.325,23.2,25.7375,0,3697.88549805,1,0,0.975812860738629,0.975812860738629,0,0.975812860738629,1.0933157282911,2687,"Improvement of Management Effectiveness in the Maya Biosphere Reserve (MBR)"
"300",NA,NA,NA,NA,NA,NA,0,0,17.08333,-78.33333,NA,NA,NA,NA,NA,NA,0,521.773132324,1,-1,NA,NA,NA,NA,-0.722453047661766,3764,"Strengthening the Operational and Financial Sustainability of the National Protected Area System"
"301",2408.5434570313,1054.9774169922,34.7711864407,1.2868624926,109.5703971119,130.6464080811,0,21.1108747754,18.01926,-77.8538,353.6,36.7,167.2333333333,26.5,23.9,25.2,5.5336426914,2769.86621094,1,-1,0.864995357708617,0.864995357708617,-1.15607556860075,0.864995357708617,1.0933157282911,3764,"Strengthening the Operational and Financial Sustainability of the National Protected Area System"
"302",1316.5924072266,869.1626586914,70.9139030612,2.7815382481,100.5523114355,128.9273071289,0,33.7624570317,18.05,-77.78333,353.6,36.7,167.2333333333,26.5,23.9,25.2,8.5361305361,2911.97021484,1,-1,0.902749594985004,0.902749594985004,-1.1077268885583,0.902749594985004,1.0933157282911,3764,"Strengthening the Operational and Financial Sustainability of the National Protected Area System"
"303",1289.5385742188,12342.3994140625,294.8459657702,0.340739429,1018.662037037,0.1451878101,0,0,18,-2,40.425,0,8.1541666667,36.375,21.6,30.05,0,1041.79174805,1,-1,0.671582643943845,0.671582643943845,-1.48902001714567,0.671582643943845,-0.722453047661766,3763,"SPWA-BD: Expansion and Strengthening of Mali's PA System"
"306",2517.8044433594,1354.0397949219,1750.6623505976,8.3840198517,220.2614503817,29.3212890625,2,1.1524772215,39.75,45.41667,92.15,4.55,44.7833333333,21.35,-5.6,9.5875,0.856873823,2350.07641602,1,-1,0.905819990998336,0.905819990998336,-1.10397210255634,0.905819990998336,1.0933157282911,3762,"Developing the Protected Area System "
"310",751.3666992188,1393.0010986328,-290.4138888889,2.2856445313,160.9044585987,37.1661720276,1,0,30.9603663373,35.4256233176,75.45,0,22.8354166667,28.925,9.25,19.9645833333,7.7987421384,1055.06896973,1,-3,0.789040673760198,0.789040673760198,-3.80208536741637,0.789040673760198,1.0933157282911,1214,"Integrated Ecosystem and Natural Resource Management in the Jordan Rift Valley"
"314",2591.138671875,8655.91796875,97.7524752475,0.7264413238,361.6004672897,79.9169769287,0,0.4267125675,15.5,101,328.275,4,94.8520833333,30.225,24.65,27.7729166667,2.1771561772,2169.18896484,1,-3,0.583534877515209,0.583534877515209,-5.14108087724681,0.583534877515209,-0.722453047661766,2430,"Conservation and Sustainable Use of Cultivated and Wild Tropical Fruit Diversity: Promoting Sustainable Livelihoods, Food Security and Ecosystem Services"
"315",1969.4373779297,2149.1430664063,655.7398568019,1.1046363115,65.9311926606,292.9481811523,0,0.2960401878,22,79,443.55,0.225,91.775,33.6,18.375,25.2791666667,7.6935123043,2204.42089844,1,-3,0.706510859421574,0.706510859421574,-4.24621923356723,0.706510859421574,-0.722453047661766,2430,"Conservation and Sustainable Use of Cultivated and Wild Tropical Fruit Diversity: Promoting Sustainable Livelihoods, Food Security and Ecosystem Services"
"318",1365.4030761719,2632.7097167969,537.6550218341,1.4271880388,61.0336134454,4.1037869453,0,6.20391011775e-06,32.47484,3.70111,44.5,0,10.0541666667,35.15,9.8,22.3458333333,12.2164948454,1279.19848633,1,-3,0.847766511886494,0.847766511886494,-3.53871019666045,0.847766511886494,-0.722453047661766,2127,"CBPF: Conservation and Adaptive Management of Globally Important Agricultural Heritage Systems (GIAHS)"
"326",2091.1755371094,13851.2431640625,544.0045454545,1.9015419483,806.0969827586,0.2395040691,0,0,28,3,7,0,1.3875,38.55,12.775,25.7625,0,1314.90075684,1,-3,0.816757752581594,0.816757752581594,-3.67305971754495,0.816757752581594,-0.722453047661766,2127,"CBPF: Conservation and Adaptive Management of Globally Important Agricultural Heritage Systems (GIAHS)"
"329",3105.3937988281,5342.0756835938,83.919527897,1.3591086864,157.5495867769,10.4696130753,0,0,34,9,47.275,1.925,12.0979166667,32.175,11.1,22.0708333333,0,816.379577637,1,-3,0.703288446238751,0.703288446238751,-4.26567508117653,0.703288446238751,-0.722453047661766,2127,"CBPF: Conservation and Adaptive Management of Globally Important Agricultural Heritage Systems (GIAHS)"
"330",998.8021850586,4523.10546875,323.8664556962,2.5305550098,526.0404761905,2.007298708,0,86.9573224112,-10,-75.25,350.85,48.25,167.7875,37.15,34.85,36.475,0,3266.46582031,1,-3,0.919528812940026,0.919528812940026,-3.26254050746713,0.919528812940026,-0.722453047661766,2127,"CBPF: Conservation and Adaptive Management of Globally Important Agricultural Heritage Systems (GIAHS)"
"332",1365.9333496094,3158.2197265625,390.7746252677,2.0584108829,55.7233606557,43.7638168335,0,0.0068190821,34.5,8.75,69.25,1.65,16.6291666667,30.15,9.1,19.8708333333,8.0777096115,1133.54699707,1,-3,0.793613945582833,0.793613945582833,-3.78017550812667,0.793613945582833,-0.722453047661766,2127,"CBPF: Conservation and Adaptive Management of Globally Important Agricultural Heritage Systems (GIAHS)"
"334",2765.3859863281,5015.4946289063,130.6326530612,0.3535171747,481.4302884615,28.6694393158,0,14.8512206089,8.1,-1.2,215.1,0,114.7583333333,30.1,25.6,27.6333333333,0,2417.62695312,1,-3,0.871638389063148,0.871638389063148,-3.44179425509752,0.871638389063148,-0.722453047661766,2123,"Conservation & Management of Pollinators for Sustainable Agriculture through an Ecosystem Approach"
"337",2756.4311523438,3715.9006347656,1429.7262979684,8.3593482971,237.702991453,92.6753082275,0,0.0019350404,30,70,19.4,0,6.6020833333,33.15,11.55,23.75,1.5414012739,1206.68286133,1,-2,0.634145526674949,0.634145526674949,-3.15385020609814,0.634145526674949,-0.722453047661766,2123,"Conservation & Management of Pollinators for Sustainable Agriculture through an Ecosystem Approach"
"338",1522.2041015625,1023.4420776367,1037.0487528345,0.5722418427,137.6982758621,5.1594386101,0,0.8339224886,-29,24,76.775,0,30.6916666667,25.325,9.45,19.1791666667,0.2908704883,2165.7824707,1,0,0.852788604265139,0.852788604265139,0,0.852788604265139,1.0933157282911,2123,"Conservation & Management of Pollinators for Sustainable Agriculture through an Ecosystem Approach"
