"AidData Project ID","round","gef_id","Agency","Lead agency","Secondary agency(ies)","Region","List of regions","Country","List of participating countries","Countries listed by Code (ISO 3166-1 alpha-2)","Focal Area","Focal Area single-letter-code","List of project's focal areas","GEF replenishment phase","Type acronym","Type","Status","Trust Fund acronym","Trust Fund","Executing partner / agency","Type of executing partner / agency","Type acronym of parent (or empty if standalone)","Category (empty: standalone, parent, child)","Biosafety project?","Targeted research project?","National Capacity Self Assessement (NCSA)?","National Adaptation Programme of Action (NAPA)?","isNonExpedited","National Portfolio Formulation Exercises (NPFE)?","National communications project?","Small Grants Programme (SGP)?","Sustainable Forest Management (SFM)?","Requires second review?","Primary GEFSEC Program Manager","ID of secondary GEFSEC Program Manager","UNDP Project ID","World Bank Project ID","GEF3 OP list","GEF4 SP list","GEF4 SP-ID list","GEF5 FA Objective list","Keyword ID list","Code of business plan allocation item","World Bank Trust Fund number","(Sum of all) Approved PPG(s)","Project Preparation Grant (PPG)","Project Development Facility block A (PDF-A)","Project Development Facility block B (PDF-B)","Project Development Facility block C (PDF-C)","Pre-Investment Facility (PRIF)","Agency fees paid separately for PPG","Agency fees paid separately for PDF-B","GEF Project Grant PIF stage","GEF Project Grant CEO approve stage","GEF Project Grant CEO endorse stage","Agency Fee PIF stage","Agency Fee CEO approve stage","Agency Fee CEO endorse stage","Cofinance PIF stage","Cofinance CEO approve stage","Cofinance CEO endorse stage","Date of receipt or first PMIS entry","PIF Clearance or PIF Approval Date","Expected date of entry into work program","Date of entry into work program","Date of project approval","Date of CEO approval (MSP / EA)","Date of CEO endorsement (FSP)","Date of dropping (before project approval)","Date of cancelation (after project approval)","Date of PIF rejection by CEO","Date of technical rejection by Program Manager","Date of rejection by CEO at CEO approve stage","Date of rejection by CEO at CEO endorse stage","Date of Parent / Program rejection by Council","Date of approval by Agency","Expected date of Grant signing","Actual date of Grant signing","Expected date of implementation start","Actual date of implementation start","Expected date of closure","Actual date of closure","Expected date of financial closure","Date of financial closure","Expected date of Internal Completion Report (ICR)","Date of Internal Completion Report (ICR)","Expected date of Parent endorsement by Council","Date of Parent endorsement by Council","Expected date of effectiveness","Date of effectiveness","Expected date of mid term review","Date of mid term review","GEFNewRegionList"
"906001218252","Biodiversity","3021","UNDP","UNDP","","LAC","","Panama","","PA","Biodiversity","B","B","GEF - 4","FP","Full-Sized Project","Under Implmentation","GET","GEF Trust Fund","UNDP","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Mark Zimsky","","3601","","-2-","POPS-2;POPS-3;CB-1;POPS-1;",";24;25;26;23;","",";2;5;","","","161570","136570","25000","","","","","","1695000","","1727066","172000","","188864","2675000","","3000000","29-Nov-05","4-Apr-08","1-Jun-08","28-Jul-08","28-Jul-08","","24-Mar-10","","","","","","","","","","","30-Jun-10","31-Jan-11","31-May-14","","","","","","","","","","29-Jun-12","","LAC,"
"906001218254","Biodiversity","2967","UNEP","UNEP","","LAC","","Regional","Antigua And Barbuda, Barbados, Bahamas, Belize, Dominica, Grenada, Guyana, St. Kitts And Nevis, St. Lucia, Suriname, Trinidad and Tobago, St. Vincent and Grenadines","00, AG, BB, DM, KN, LC, VC, TT, BS, BZ, GD, GY, SR","Biodiversity","B","B","GEF - 4","FP","Full-Sized Project","Under Implmentation","GET","GEF Trust Fund","University of West Indies (UWI) with other regional collaborators and National Executing Agencies","Institute","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jaime Cavelier","329964","","","-3-4-13-10-","BD-6;",";6;","","","","","110502","110502","","","","","","","5972493","","5972493","597249","","608294","6918624","","6897582","14-Oct-05","22-Feb-08","1-Apr-08","24-Apr-08","24-Apr-08","","6-Apr-11","","","","","","","","22-Sep-11","","","1-Jun-11","22-Sep-11","20-Mar-16","","","","","","","","","","1-Jun-13","","LAC, SIDS, REG,"
"906001218256","Biodiversity","2924","World Bank","World Bank","","AFR","","South Africa","","ZA","Biodiversity","B","B","GEF - 4","FP","Full-Sized Project","Under Implmentation","GET","GEF Trust Fund","St. Lucia Wetland Park Authority","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Jaime Cavelier","","","86528","-2-","BD-1;BD-2;BD-3;BD-4;",";1;2;3;4;","","","","","310000","310000","","","","","","","9000000","","9000000","931000","","931000","15000000","","12700000","13-Oct-05","14-Jun-08","1-Sep-08","23-Sep-08","23-Sep-08","","13-Oct-09","","","","","","","","","","","26-Nov-09","24-Mar-10","30-Nov-14","","","","","","","","","","31-Dec-12","","AFR,"
"906001218258","Biodiversity","3950","UNDP","UNDP","","ECA","","Uzbekistan","","UZ","Biodiversity","B","B","GEF - 4","MSP","Medium-Sized Project","Under Implmentation","GET","GEF Trust Fund","State Committee for Nature Portection of the Republic of Uzbekistan","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Mohamed Bakarr","","4280","","","BD-4;",";4;","","","","","50000","50000","","","","","5000","","950000","950000","","95000","95000","","2000000","7395812","","7-Apr-09","22-Apr-09","","","22-Apr-09","3-Aug-10","","","","","","","","","","","","31-Jul-10","9-Nov-10","30-Jul-14","","","","","","","","","","31-Jul-12","","ECA,"
"906001218260","Biodiversity","2472","UNDP","UNDP","","Asia","","Sri Lanka","","LK","Biodiversity","B","B","GEF - 4","FP","Full-Sized Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Environment & Natural Resources","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Yoko Watanabe","325999","3013","","-2-","BD-7;",";7;","","","","","130000","105000","25000","","","","","","1825000","","1825000","185000","","195500","3415000","","3415000","27-Feb-04","16-Sep-08","1-Nov-08","13-Nov-08","13-Nov-08","","2-Nov-10","","","","","","","","","","","31-Mar-11","23-Feb-11","28-Feb-15","","","","","","","","","","31-Dec-13","","Asia,"
"906001218262","Biodiversity","3949","UNDP","UNDP","","ECA","","Georgia","","GE","Biodiversity","B","B","GEF - 4","MSP","Medium-Sized Project","Under Implmentation","GET","GEF Trust Fund","Caucasus Protected Areas Fund (CPAF)","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Dirk Gaul","325999","4285","","","","","","","","","0","","","","","","","","1000000","1000000","","100000","100000","","4635000","4734000","","7-Apr-09","22-Apr-09","","","22-Apr-09","19-May-10","","","","","","","","","","","","31-Jul-10","25-Jul-10","30-Jul-17","","","","","","","","","","31-Jan-14","","ECA,"
"906001218264","Biodiversity","3946","UNDP","UNDP","","ECA","","Serbia","","YF","Biodiversity","B","B","GEF - 4","MSP","Medium-Sized Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Environment and Spatial Planning","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ivan Zavadsky","","4281","","","","","","","","","50000","50000","","","","","5000","","950000","950000","","95000","95000","","2970000","4581420","","6-Apr-09","22-Apr-09","","","22-Apr-09","21-Jan-10","","","","","","","","","","","","28-Feb-10","23-Mar-10","30-Apr-14","","","","31-Dec-15","","","","","","31-Dec-12","","ECA,"
"906001218266","Biodiversity","3945","UNDP","UNDP","","ECA","","Armenia","","AM","Biodiversity","B","B","GEF - 4","MSP","Medium-Sized Project","Under Implmentation","GET","GEF Trust Fund","Caucasus Protected Areas Trust Fund (CPAF)","Foundation","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ivan Zavadsky","349360","4258","","","","","","","","","10000","10000","","","","","1000","","990000","990000","","99000","99000","","4535000","4760000","","6-Apr-09","8-May-09","","","8-May-09","25-Jun-10","","","","","","","","","","","","30-Sep-10","7-Oct-10","29-Oct-17","","","","","","","","","","31-Mar-14","","ECA,"
"906001218268","Biodiversity","3941","UNDP","UNDP","","Asia","","India","","IN","Biodiversity","B","B","GEF - 4","FP","Full-Sized Project","Under Implmentation","GET","GEF Trust Fund","Union Ministry of Environment and Forest (MOEF), Maharashtra Department of Environment and Forests","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Ivan Zavadsky","379001","4242","","","BD-2;BD-4;",";2;4;","","","","","0","","","","","","","","3438294","","3438294","343829","","343829","10200000","","12000000","2-Apr-09","13-Jul-09","1-Nov-09","12-Nov-09","12-Nov-09","","14-Jul-11","","","","","","","","27-Oct-11","","","31-Aug-11","26-Oct-11","31-May-16","","","","","","","","","","31-Mar-14","","Asia,"
"906001218270","Biodiversity","3936","UNDP","UNDP","","Asia","","India","","IN","Biodiversity","B","B","GEF - 4","FP","Full-Sized Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Environment and Forest (MOEF); State Government of Andhra Pradesh; Government of India/Wildlife Wing; Environment, Forests, Science & Technology Dept; ","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Ulrich Apel","378397","4257","","","BD-2;BD-4;",";2;4;","","","","","100000","100000","","","","","10000","","6023636","","6023636","602364","","602364","17700000","","18000000","2-Apr-09","27-Apr-09","15-Jun-09","24-Jun-09","24-Jun-09","","21-Mar-11","","","","","","","","","","","30-Jun-11","8-Jun-11","30-Mar-16","","","","","","","","","","30-Oct-12","","Asia,"
"906001218272","Biodiversity","4286","World Bank","World Bank","","Asia","","Vietnam","","VN","Biodiversity","B","B","GEF - 4","MSP","Medium-Sized Project","Under Implmentation","GET","GEF Trust Fund","MONRE, BCA","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Yoko Watanabe","226576","","","","","","","","","","0","","","","","","","","1000000","1000000","","100000","100000","","1350000","1790000","","18-Jun-10","25-Jun-10","","","25-Jun-10","15-Nov-11","","","","","","","","","16-Apr-12","","","1-Dec-11","17-Apr-12","1-May-15","","","","","","","","","","31-Mar-13","","Asia,"
"906001218274","Biodiversity","2391","UNEP","UNEP","","LAC","","Regional","Colombia, Ecuador, Peru","00, CO, EC, PE","Biodiversity","B","B","GEF - 4","FP","Full-Sized Project","Under Implmentation","GET","GEF Trust Fund","Andean Development Corporation (CAF)  (other Agencies listed in Remarks)","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Mark Zimsky","","","","-1-2-3-4-13-","","","","","","","350000","","","350000","","","","","6414021","","6414021","676402","","676402","7897954","","7965438","3-Oct-03","22-Feb-08","1-Jun-08","28-Jul-08","28-Jul-08","","17-Aug-09","","","","","","","","","","","30-Apr-09","1-Dec-10","31-Dec-14","","","","","","","","","","1-Aug-13","","LAC, REG,"
"906001218276","Biodiversity","3933","IFAD","IFAD","","LAC","","Peru","","PE","Biodiversity","B","B","GEF - 4","FP","Full-Sized Project","Under Implmentation","GET","GEF Trust Fund","PROFONANPE","NGO","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Dirk Gaul","270938","","","","BD-1;BD-5;",";1;5;","","","","","100000","100000","","","","","10000","","1720000","","1720000","172000","","172000","13481000","","17958340","1-Apr-09","24-Apr-09","1-Nov-09","12-Nov-09","12-Nov-09","","8-Jun-11","","","","","","","","8-Jul-11","","","31-Jul-12","26-Sep-11","30-Sep-15","","","","","","","","","","31-Dec-14","","LAC,"
"906001218278","Biodiversity","3932","IFAD","IFAD","","Asia","","Jordan","","JO","Biodiversity","B","B","GEF - 4","MSP","Medium-Sized Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Environment (MOENV), Ministry of Agriculture (MOA)","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Mohamed Bakarr","346313","","","","","","","","","","80000","80000","","","","","8000","","1000000","1000000","","100000","100000","","3100000","3300000","","1-Apr-09","18-Sep-09","","","18-Sep-09","2-Mar-11","","","","","","","","","","","","30-Jun-11","12-Apr-12","30-Sep-16","","","","","","","","","","31-Jan-13","","ECA,"
"906001218280","Biodiversity","3920","UNEP","UNEP","","CEX","","Global","","1W","Biodiversity","B","B","GEF - 4","MSP","Medium-Sized Project","Under Implmentation","GET","GEF Trust Fund","National  Environment Ministries/ Departments of Countries","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Danielius Pivoriunas","","","","","","","","","","","0","","","","","","","","1000000","1000000","","100000","100000","","1100000","1100000","","11-Mar-09","24-Apr-09","","","24-Apr-09","22-Jul-09","","","","","","","","","20-Aug-09","","","31-Jul-09","20-Aug-09","30-Jun-11","","","","","","","","","","","","CEX,"
"906001218282","Biodiversity","3919","UNDP","UNDP","","AFR","","Morocco","","MA","Biodiversity","B","B","GEF - 4","MSP","Medium-Sized Project","Under Implmentation","GET","GEF Trust Fund","UNDP","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Mohamed Bakarr","","4050","","","","","","","","","50000","50000","","","","","5000","","950000","950000","","95000","95000","","1200000","3375000","","11-Mar-09","12-Mar-09","","","12-Mar-09","30-Jan-10","","","","","","","","","","","","30-Apr-10","6-Jul-11","31-Mar-13","","","","","","","","","","","","AFR,"
"906001218284","Biodiversity","3914","UNDP","UNDP","","ECA","","Belarus","","BY","Biodiversity","B","B","GEF - 4","MSP","Medium-Sized Project","Project Completion","GET","GEF Trust Fund","1). UNDP,   2). Ministry of Natural Resources and Environmental Protection","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Mohamed Bakarr","346313","3985","","","","","","","","","29000","29000","","","","","2900","","971000","971000","","97100","97100","","2860000","7084300","","9-Mar-09","31-Mar-09","","","31-Mar-09","17-Nov-09","","","","","","","","","","","23-Dec-09","31-Jan-10","2-Feb-10","31-Dec-13","1-Dec-13","","","31-Dec-14","","","","","","31-Dec-12","23-Dec-09","ECA,"
"906001218286","Biodiversity","3897","UNEP","UNEP","","Asia","","Kiribati","","KI","Biodiversity","B","B","GEF - 4","MSP","Medium-Sized Project","Under Implmentation","GET","GEF Trust Fund","MELAD - Government of Kribati, Conservation International, New England Aquarium","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Nicole Glineur","","","","","BD-1;BD-2;BD-5;BD-7;",";1;2;5;7;","","","","","20000","20000","","","","","2000","","890000","870200","","89000","87000","","945000","1793100","","23-Feb-09","3-Mar-09","","","3-Mar-09","12-Sep-11","","","","","","","","","6-Dec-11","","","30-Oct-11","6-Dec-11","14-Nov-14","","","","","","","","","","15-Jan-11","","SIDS,"
"906001218288","Biodiversity","3895","UNEP","UNEP","","ECA","","Albania","","AL","Biodiversity","B","B","GEF - 4","MSP","Medium-Sized Project","Under Implmentation","GET","GEF Trust Fund","Ministry of Environment, Forestry and Water Administration","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Jaime Cavelier","","","","","","","","","","","0","","","","","","","","558000","557200","","55800","55720","","306600","306600","","20-Feb-09","5-May-09","","","5-May-09","27-May-10","","","","","","","","","","","","30-Oct-10","1-Feb-11","1-Jul-15","","","","","","","","","","30-Oct-12","","ECA,"
"906001218290","Biodiversity","3889","IADB","IADB","","LAC","","Panama","","PA","Biodiversity","B","B","GEF - 4","FP","Full-Sized Project","Under Implmentation","GET","GEF Trust Fund","National Environmental Authority (ANAM: Autoridad Nacional del Ambiente), Panamanian Tourism Institute (IPAT: Instituto Paname�o de Turismo de Panama)","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Mark Zimsky","","","","","BD-1;BD-4;BD-5;BD-2;",";1;4;5;2;","","","","","100000","100000","","","","","10000","","4000000","","4000000","400000","","400000","8500000","","10000000","18-Feb-09","24-Feb-09","1-Jun-09","24-Jun-09","24-Jun-09","","6-Apr-11","","","","","","","","15-Jun-11","","","31-Aug-11","25-Sep-12","25-Sep-16","","","","","","","","","","30-Aug-13","","LAC,"
"906001218292","Biodiversity","3864","UNDP","UNDP","","Asia","","China","","CN","Biodiversity","B","B","GEF - 4","FP","Full-Sized Project","Project Completion","GET","GEF Trust Fund","Gansu Provincial Government","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Ulrich Apel","271386","4072","","","","","","","","","80000","80000","","","","","8000","","1738000","","1738000","173800","","173800","7280000","","7280000","","2-Apr-09","1-Nov-09","12-Nov-09","12-Nov-09","","22-Jun-10","","","","","","","","","","","30-Nov-10","18-Jan-11","31-Dec-14","","","","","","","","30-Apr-10","","30-Sep-12","","Asia,"
"906001218294","Biodiversity","3863","UNDP","UNDP","","LAC","","El Salvador","","SV","Biodiversity","B","B","GEF - 4","FP","Full-Sized Project","Under Implmentation","GET","GEF Trust Fund","UNDP,  Ministry of Environment and Natural Resources (MARN),  Ministry of Tourism (MITUR), Ministry of Agriculture through Fisheries and Aquaculture Development Center (CENDEPESCA)","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","TRUE","Mark Zimsky","","3996","","-2-","BD-5;BD-4;",";5;4;","","","","","100000","100000","","","","","10000","","2354545","","2354545","235455","","235454","6053000","","6551815","22-Dec-08","25-Feb-09","15-Jun-09","24-Jun-09","24-Jun-09","","24-Jun-10","","","","","","","","","30-Jun-10","","31-Aug-10","7-Jul-11","15-Aug-14","","","","","","","","31-Aug-10","","31-Oct-12","","LAC,"
"906001218296","Biodiversity","3855","UNEP","UNEP","","LAC","","Regional","Colombia, Costa Rica, Cuba, Dominican Republic, Ecuador, Guyana, Panama, Peru","00, CO, CR,CU,DO,EC,GY,PA,PE","Biodiversity","B","B","GEF - 4","MSP","Medium-Sized Project","Project Completion","GET","GEF Trust Fund","UNEP-DELC, CAN, CCAD, OTCA, CARICOM, IUCN and WIPO","NGO","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Jaime Cavelier","270938","","","","BD-8;",";8;","","","","","0","","","","","","","","850000","850000","","85000","85000","","600000","952166","","3-Dec-08","7-Apr-09","","","7-Apr-09","22-Mar-11","","","","","","","","","","","","29-Apr-11","1-Jul-11","30-Jun-14","30-Jun-14","","","","","","","","","31-Oct-12","","LAC, SIDS, REG,"
"906001218298","Biodiversity","3853","UNEP","UNEP","","Asia","","Regional","Brunei, Indonesia, Cambodia, Lao PDR, Myanmar, Malaysia, Philippines, Singapore, Thailand, Timor Leste, Vietnam","00, KH, ID, LA, MY, MM, PH, TH, VN, TP, BN, SG","Biodiversity","B","B","GEF - 4","MSP","Medium-Sized Project","Under Implmentation","GET","GEF Trust Fund","ASEAN Secretariat, ASEAN Centre for Biodiversity (ACB), United Nations University Institute of Advanced Studies (UNU-IAS)","Multilateral","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Jaime Cavelier","66996","","","","BD-8;",";8;","","","","","0","","","","","","","","750000","750000","","75000","75000","","750000","750000","","3-Dec-08","11-May-09","","","11-May-09","16-Mar-11","","","","","","","","","","","","31-May-11","1-Aug-11","1-Jan-14","","","","","","","","","","30-Apr-12","","Asia, SIDS, REG,"
"906001218300","Biodiversity","3850","UNEP","UNEP","","Asia","","Bhutan","","BT","Biodiversity","B","B","GEF - 4","MSP","Medium-Sized Project","Under Implmentation","GET","GEF Trust Fund","Bhutan Agriculture and Food Regulatory Authority, Ministry of Agriculture","Government","PAN","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Jaime Cavelier","","","","","BD-6;",";6;","","","","","0","","","","","","","","869000","869000","","86900","86900","","854000","854000","","2-Dec-08","8-Apr-09","","","8-Apr-09","8-Jan-10","","","","","","","","","","","","1-May-10","8-Jan-10","31-Dec-14","","","","","","","","","","23-Aug-12","","Asia,"
"906001218302","Biodiversity","4260","World Bank/IADB","World Bank","IADB","LAC","","Latin America and Caribbean","","6L","Biodiversity","B","B","GEF - 4","FP","Full-Sized Project","Under Implmentation","GET","GEF Trust Fund","The Nature Conservancy","NGO","PAS","Child","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Andrew  Velthaus","372497","","","","BD-1;BD-3;BD-5;",";1;3;5;","","","","","0","","","","","","","","5000000","","5000000","450000","","450000","15000000","","15000000","3-May-10","","","1-Mar-10","1-Mar-10","","1-Jun-10","","","","","","","","19-Jan-11","","","1-Jul-10","16-Mar-11","15-Jun-17","","","","","","","","","","1-Jan-13","","LAC,"
"906001218304","Biodiversity","3849","UNDP","UNDP","","ECA","","Romania","","RO","Biodiversity","B","B","GEF - 4","MSP","Medium-Sized Project","Project Completion","GET","GEF Trust Fund","Ministry of Environment and Sustainable Development","Government","","","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","FALSE","Ivan Zavadsky","","3458","","","","","","","","","50000","50000","","","","","5000","","950000","950000","","95000","95000","","4750000","4717041","","","5-Mar-09","","","5-Mar-09","5-Nov-09","","","","","","","","","","","27-Nov-09","31-Jan-10","27-Nov-09","31-Dec-13","","","","31-Dec-14","","","","","","31-Dec-12","27-Nov-09","ECA,"
