GEF_ID,Agency,Lead agency,Secondary agency(ies),Region,List of regions,Country,List of participating countries,Countries listed by Code (ISO 3166-1 alpha-2),Focal Area,Focal Area single-letter-code ,List of project's focal areas,Title,GEF replenishment phase,Type acronym,Type,Status,Trust Fund acronym,Trust Fund,Executing partner / agency,Type of executing partner / agency,Type acronym of parent (or empty if standalone),"Category (empty: standalone, parent, child)",Biosafety project?,Targeted research project?,National Capacity Self Assessement (NCSA)?,National Adaptation Programme of Action (NAPA)?,isNonExpedited,National Portfolio Formulation Exercises (NPFE)?,National communications project?,Small Grants Programme (SGP)?,Sustainable Forest Management (SFM)?,Requires second review?,Primary GEFSEC Program Manager,ID of secondary GEFSEC Program Manager,UNDP Project ID,World Bank Project ID,GEF3 OP list,GEF4 SP list,GEF4 SP-ID list,GEF5 FA Objective list,Keyword ID list,Code of business plan allocation item,World Bank Trust Fund number,(Sum of all) Approved PPG(s),Project Preparation Grant (PPG),Project Development Facility block A (PDF-A),Project Development Facility block B (PDF-B),Project Development Facility block C (PDF-C),Pre-Investment Facility (PRIF),Agency fees paid separately for PPG,Agency fees paid separately for PDF-B,GEF Project Grant PIF stage,GEF Project Grant CEO approve stage,GEF Project Grant CEO endorse stage,Final Grant,Agency Fee PIF stage,Agency Fee CEO approve stage,Agency Fee CEO endorse stage,Cofinance PIF stage,Cofinance CEO approve stage,Cofinance CEO endorse stage,Date of receipt or first PMIS entry,PIF Clearance or PIF Approval Date,Expected date of entry into work program,Date of entry into work program,Date of project approval,Date of CEO approval (MSP / EA),Date of CEO endorsement (FSP),Date of dropping (before project approval),Date of cancelation (after project approval),Date of PIF rejection by CEO,Date of technical rejection by Program Manager,Date of rejection by CEO at CEO approve stage,Date of rejection by CEO at CEO endorse stage,Date of Parent / Program rejection by Council,Date of approval by Agency,Expected date of Grant signing,Actual date of Grant signing,Expected date of implementation start,Actual date of implementation start,Expected date of closure,Actual date of closure,Expected date of financial closure,Date of financial closure,Expected date of Internal Completion Report (ICR),Date of Internal Completion Report (ICR),Expected date of Parent endorsement by Council,Date of Parent endorsement by Council,Expected date of effectiveness,Date of effectiveness,Expected date of mid term review,Date of mid term review,GEFNewRegionList
1787,UNEP,UNEP,,AFR,,Gambia,,GM,Multi Focal Area,M,M,National Capacity Needs Self-Assessment for Global Environmental Management (NCSA),GEF - 3,EA,Enabling Activity,Project Closure,GET,GEF Trust Fund,The National Environment Agency (NEA),Government,,,0,0,1,0,0,0,0,0,0,0,Avani Vaish,,,,-EA-,,,,,,,0,,,,,,,,146950,,146950,146950,54000,,,27670,,27670,9-Aug-02,,,,14-Aug-02,14-Aug-02,,,,,,,,,28-Nov-02,,28-Nov-02,,28-Nov-02,30-Nov-03,30-Nov-03,,,,,,,,28-Nov-02,,,"AFR,"
177,UNEP,UNEP,,AFR,,Mauritania,,MR,Biodiversity,B,B,Rescue Plan for the Cap Blanc Colony of the Mediterranean Monk Seal,GEF - 1,MSP,Medium Size Project,Project Closure,GET,GEF Trust Fund,IBN,Institute,,,0,0,0,0,0,0,0,0,0,0,,,,,-STRM-,,,,,,,0,,,,,,,,150000,,150000,150000,,,,75000,,75000,21-Jul-97,,,,3-Oct-97,3-Oct-97,,,,,,,,,12-Nov-97,,,,1-Oct-97,7-Dec-99,31-Oct-00,,1-Dec-99,,,,,,1-Oct-97,,,"AFR,"
1313,UNDP,UNDP,,Asia,,Oman,,OM,Biodiversity,B,B,Assessing Capacity-building Needs and Country-specific Priorities in Biodiversity (add on),GEF - 2,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Ministry of Regional Municipalities and Environment,Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,802,,-EA-,,,,,,,0,,,,,,,,150000,,150000,150000,22500,,,75000,,75000,14-Jun-01,,,,11-Jul-01,11-Jul-01,,,,,,,,,,,,,,,,,,,,,,,,,,"Asia,"
1771,UNEP,UNEP,,LAC,,Bahamas,,BS,Multi Focal Area,M,M,National Capacity Self-Assessment (NCSA) for Global Environmental Management,GEF - 3,EA,Enabling Activity,Project Closure,GET,GEF Trust Fund,The BEST Commission,Government,,,0,0,1,0,0,0,0,0,0,0,Avani Vaish,,,,-EA-,,,,,,,0,,,,,,,,150000,,150000,150000,22500,,,107000,,107000,9-Sep-02,,,,13-Sep-02,13-Sep-02,,,,,,,,,28-Feb-03,,28-Feb-03,,28-Feb-03,30-Nov-03,30-Nov-03,,,,,,,,28-Feb-03,,,"SIDS,"
1440,UNDP,UNDP,,Asia,,Philippines,,PH,Biodiversity,B,B,Assessment of Capacity Building Needs for Biodiversity Conservation and Management in the Philippines (add on),GEF - 2,EA,Enabling Activity,IA Approved,GET,GEF Trust Fund,Department of Environment and Natural Resources - Protected Areas and Wildlife Bureau (DENR - PAWB),Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,984,,-EA-,,,,,,,0,,,,,,,,157350,,157350,157350,23603,,,,,,21-Aug-01,,,,21-Aug-01,21-Aug-01,,,,,,,,,16-Mar-98,,,,,,,,,,,,,,,,,"Asia,"
1567,UNDP,UNDP,,Asia,,Bhutan,,BT,Biodiversity,B,B,Assessment of Capacity Building Needs and Country Specific Priorities in Biodiversity (add on),GEF - 2,EA,Enabling Activity,Project Closure,GET,GEF Trust Fund,"Ministry of Agriculture, Royal Government of Bhutan",Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,517,,-EA-,,,,,,,0,,,,,,,,165000,,165000,165000,24750,,,,,,6-Nov-01,,,,25-Jan-02,25-Jan-02,,,,,,,,,,,,,,,1-Dec-04,,,,,,,,,,,"Asia,"
1676,UNDP,UNDP,,Asia,,Micronesia,,FM,Biodiversity,B,B,Assessment of Capacity-building Needs and Country Specific Priorities in Biodiversity Including Clearing House Mechanism (add on),GEF - 2,EA,Enabling Activity,IA Approved,GET,GEF Trust Fund,Department of Economic Affairs,Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,1045,,-EA-,,,,,,,0,,,,,,,,166000,,166000,166000,0,,,20000,,20000,28-Mar-02,,,,19-Apr-02,19-Apr-02,,,,,,,,,3-Feb-00,,,,,,,,,,,,,,,,,"SIDS,"
1506,World Bank,World Bank,,AFR,,Eritrea,,ER,Biodiversity,B,B,"Assessment of Capacity Building Needs for Biodiversity, Participation in Clearing House Mechanism and Preparation of Second National Report (add on)",GEF - 2,EA,Enabling Activity,Project Closure,GET,GEF Trust Fund,"Department of Environment, Ministry of Land Water and Environment",Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,,78134,-EA-,,,,,,,0,,,,,,,,170000,,170000,170000,54000,,,15000,,15000,23-Oct-01,,,,25-Jan-02,25-Jan-02,,,,,,,,,3-Apr-02,,,,,31-Dec-04,31-Dec-04,,,,,,,,8-May-02,,,"AFR,"
2504,ADB,ADB,,ECA,,Regional,"Kyrgyz Republic, Kazakhstan, Tajikistan, Turkmenistan, Uzbekistan","00, KZ, KG, TM, UZ, TJ",Land Degradation,L,L,CACILM: Central Asian Countries Initiative for Land Management Multi-country Partnership Framework Phase 1,GEF - 3,FP,Full Size Project,Project Completion,GET,GEF Trust Fund,"Minister of Ecology and Emergency SituationsKyrgyz Republic; Central Asian Research Hydrometeorological InstituteRepublic of Uzbekistan, ADB, FAO, IFAD, UNDP, UNEP",Government,PAS,Parent,0,0,0,0,0,0,0,0,0,0,Walter J. Lusigi,,,,-15-,,,,,,,700000,,,700000,,,,,174641,,174641,174641,1863000,,,0,,0,7-Apr-04,,2-Aug-06,28-Aug-06,28-Aug-06,,,,,,,,,,,,,,,,30-Nov-07,,,,,,,,,,,"ECA, REG,"
1759,UNDP,UNDP,,ECA,,Kazakhstan,,KZ,Biodiversity,B,B,Assessment of Capacity Building Needs and Enhancement of the Biodiversity Information Management,GEF - 2,EA,Enabling Activity,IA Approved,GET,GEF Trust Fund,Ministry of Natural Resources and Environment Protection of the Republic of Kazakhstan (MNREP),Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,107,,-EA-,,,,,,,0,,,,,,,,175000,,175000,175000,26250,,,50000,,50000,2-May-02,,,,22-May-02,22-May-02,,,,,,,,,22-Jul-97,,,,,,,,,,,,,,,,,"ECA,"
1406,UNDP,UNDP,,LAC,,Belize,,BZ,Biodiversity,B,B,Assessment of Capacity Building Needs and Country Specific Priorities in Biodiversity (add on),GEF - 2,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Ministry of Natural Resources and the Environment and Industry (MNREI),Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,506,,-EA-,,,,,,,0,,,,,,,,177000,,177000,177000,26550,,,50000,,50000,20-Jul-01,,,,12-Mar-02,12-Mar-02,,,,,,,,,,,,,,,,,,,,,,,,,,"LAC,"
1403,UNEP,UNEP,,ECA,,Belarus,,BY,Biodiversity,B,B,"Assessment of Capacity-building Needs for Biodiversity, Participation in CHM and Preparation of a Second National Report (add on)",GEF - 2,EA,Enabling Activity,Project Closure,GET,GEF Trust Fund,Ministry of Natural Resources and Environmental Protection,Government,,,0,0,0,0,0,0,0,0,0,0,Song Li,,,,-EA-,,,,,,,0,,,,,,,,183700,,183700,183700,54000,,,49000,,49000,16-Feb-01,,,,26-Apr-01,26-Apr-01,,,,,,,,,20-Dec-01,,20-Dec-01,,20-Dec-01,31-Dec-03,31-Dec-03,,,,,,,,20-Dec-01,,,"ECA,"
1507,UNDP,UNDP,,AFR,,Mali,,ML,Biodiversity,B,B,Capacity Needs Assessment for the Implementation of Mali's National Biodiversity Strategy and Country Driven Clearing House Mechanism Project (add on),GEF - 2,EA,Enabling Activity,IA Approved,GET,GEF Trust Fund,"Ministry of Equipment, Land-Planning, Environment and Urbanism",Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,423,,-EA-,,,,,,,0,,,,,,,,184500,,184500,184500,27675,,,,,,23-Oct-01,,,,12-Nov-01,12-Nov-01,,,,,,,,,2-Jul-97,,,,,,,,,,,,,,,,,"AFR,"
1569,UNDP,UNDP,,AFR,,Congo,,CG,Biodiversity,B,B,Assessment of Capacity Needs for the Implementation of the Congo's National Biodiversity Strategy and Strengthening of Clearing House Mechanism (add on),GEF - 2,EA,Enabling Activity,IA Approved,GET,GEF Trust Fund,Ministry of Mining Industry and Environment,Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,426,,-EA-,,,,,,,0,,,,,,,,188600,,188600,188600,28290,,,,,,6-Nov-01,,,,24-May-02,24-May-02,,,,,,,,,30-Oct-97,,,,,,,,,,,,,,,,,"AFR,"
1745,UNDP,UNDP,,AFR,,Burundi,,BI,Biodiversity,B,B,Capacity Needs Assessment for Implementation of the BSAP and CHM Support,GEF - 2,EA,Enabling Activity,IA Approved,GET,GEF Trust Fund,Ministry of Territory Management and Environment (MINATE) through the National Institute for Environment and Nature Conservation (INECN),Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,936,,-EA-,,,,,,,0,,,,,,,,189000,,189000,189000,28350,,,,,,18-Apr-02,,,,7-May-02,7-May-02,,,,,,,,,20-Oct-98,,,,,,,,,,,,,,,,,"AFR,"
986,UNEP,UNEP,,AFR,,Gambia,,GM,Biodiversity,B,B,"Assessment of Capacity-building Needs for Biodiversity, Participation in CHM and Preparation of Second National Report",GEF - 2,EA,Enabling Activity,Project Closure,GET,GEF Trust Fund,Department of Parks and Wildlife Management,Government,,,0,0,0,0,0,0,0,0,0,0,,,,,-EA-,,,,,,,0,,,,,,,,193000,,193000,193000,29000,,,60000,,60000,5-Feb-01,,,,22-Feb-01,22-Feb-01,,,,,,,,,30-Oct-01,,30-Oct-01,,30-Oct-01,31-Dec-03,31-Dec-03,,,,,,,,30-Oct-01,,,"AFR,"
1297,UNEP,UNEP,,LAC,,Bahamas,,BS,Biodiversity,B,B,"Assessment of Capacity Building Needs to Conserve Biological Diversity, Participation in National Clearing House Mechanism, and Preparation of a Second National Report to the CBD (add on)",GEF - 2,EA,Enabling Activity,Project Closure,GET,GEF Trust Fund,"Biodiversity Data Management Committee, BEST",Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,,,-EA-,,,,,,,0,,,,,,,,194000,,194000,194000,54000,,,120000,,120000,11-May-01,,,,20-Jun-01,20-Jun-01,,,,,,,,,10-Jan-02,,10-Jan-92,,10-Jan-92,31-Dec-03,31-Dec-03,,,,,,,,10-Jan-92,,,"SIDS,"
1670,UNDP,UNDP,,ECA,,Latvia,,LV,Multi Focal Area,M,M,Global Environmental Management Issues Related National Capacity Needs Self-Assessment in Latvia,GEF - 3,EA,Enabling Activity,Under Implmentation,GET,GEF Trust Fund,Ministry of Environmental Protection and Regional Development of Latvia,Government,,,0,0,1,0,0,0,0,0,0,0,Avani Vaish,,2502,,-EA-,,,,,,,0,,,,,,,,196000,,196000,196000,27551,,,20000,,20000,28-Mar-02,,,,19-Jul-02,19-Jul-02,,,,,,,,,21-Oct-02,,,,21-Oct-01,,,,,,,,,,,,,"ECA,"
1314,UNDP,UNDP,,LAC,,Bolivia,,BO,Biodiversity,B,B,Assessment of Capacity Building Needs for Biodiversity (add on),GEF - 2,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Vice-ministry of the Environment Natural Resources and Forestry Development,Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,1317,,-EA-,,,,,,,0,,,,,,,,196248,,196248,196248,29437,,,22000,,22000,15-Jun-01,,,,10-Jul-01,10-Jul-01,,,,,,,,,,,,,,,,,,,,,,,,,,"LAC,"
1664,UNDP,UNDP,,ECA,,Armenia,,AM,Multi Focal Area,M,M,National Capacity Needs Self-assessment for Global Environmental Management (NCSA),GEF - 2,EA,Enabling Activity,Under Implmentation,GET,GEF Trust Fund,Ministry of Nature Protection,Government,,,0,0,1,0,0,0,0,0,0,0,Avani Vaish,,2511,,-EA-,,,,,,,0,,,,,,,,197600,,197600,197600,27328,,,75000,,75000,,,,,23-May-02,23-May-02,,,,,,,,,18-Oct-02,,,,18-Oct-02,,,,,,,,,,,,,"ECA,"
1380,UNDP,UNDP,,LAC,,Nicaragua,,NI,Biodiversity,B,B,Assessment of Capacity Building Needs - Add On,GEF - 2,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Ministry of Environment and Natural Resources (MARENA),Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,1744,,-EA-,,,,,,,0,,,,,,,,197753,,197753,197753,0,,,,,,20-Jun-01,,,,10-Jul-01,10-Jul-01,,,,,,,,,,,,,,,,,,,,,,,,,,"LAC,"
1584,UNEP,UNEP,,AFR,,Eritrea,,ER,Multi Focal Area,M,M,National Capacity Self - Assessment (NCSA) for Global Environmental Management,GEF - 3,EA,Enabling Activity,Project Closure,GET,GEF Trust Fund,"Eritrea, Department of Environment, Ministry of Land, Water and Environment",Government,,,0,0,1,0,0,0,0,0,0,0,Walter J. Lusigi,,,,-EA-,,,,,,,25000,,25000,,,,,,198000,,198000,198000,33450,,,20000,,20000,26-Sep-02,,,,17-Dec-02,17-Dec-02,,,,,,,,,13-Feb-03,,13-Feb-03,,13-Feb-03,30-Aug-04,30-Aug-04,,,,,,,,13-Feb-03,,,"AFR,"
1744,UNDP,UNDP,,Asia,,Kiribati,,KI,Biodiversity,B,B,Assessment of Capacity Building Needs and Country-specific Priorities in Biodiversity Including Clearing House Mechanism (add on),GEF - 3,EA,Enabling Activity,IA Approved,GET,GEF Trust Fund,Ministry of Environment & Social Development (MESD),Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,981,,-EA-,,,,,,,0,,,,,,,,198000,,198000,198000,29700,,,31089,,31089,16-Apr-02,,,,19-Aug-02,19-Aug-02,,,,,,,,,10-Aug-99,,,,,,,,,,,,,,,,,"SIDS,"
1804,UNDP,UNDP,,ECA,,Georgia,,GE,Multi Focal Area,M,M,National Capacity Needs Self-Assessment (NCSA) for Global Environmental Management,GEF - 3,EA,Enabling Activity,Under Implmentation,GET,GEF Trust Fund,Ministry of Environment,Government,,,0,0,1,0,0,0,0,0,0,0,Avani Vaish,,2522,,-EA-,,,,,,,0,,,,,,,,198000,,198000,198000,29700,,,38000,,38000,29-Aug-02,,,,13-Sep-02,13-Sep-02,,,,,,,,,5-Nov-02,,,,5-Nov-02,,,,,,,,,,,,,"ECA,"
1805,UNDP,UNDP,,ECA,,Bulgaria,,BG,Multi Focal Area,M,M,National Capacity Self-Assessment (NCSA) for Global Environment Management,GEF - 3,EA,Enabling Activity,Under Implmentation,GET,GEF Trust Fund,Ministry of Environment and Water,Government,,,0,0,1,0,0,0,0,0,0,0,Avani Vaish,,2507,,-EA-,,,,,,,0,,,,,,,,198300,,198300,198300,29700,,,19000,,19000,27-Aug-02,,,,9-Sep-02,9-Sep-02,,,,,,,,,13-Nov-02,,,,13-Nov-02,,,,,,,,,,,,,"ECA,"
1605,UNDP,UNDP,,CEX,,Global,,1W,Climate Change,C,C,Assessing Technology Needs,GEF - 2,MSP,Medium Size Project,IA Approved,GET,GEF Trust Fund,UNOPS,Multilateral,,,0,1,0,0,0,0,0,0,0,0,Yasemin E.K. Biro,,2599,,-EA-,,,,,,,0,,,,,,,,200000,,200000,200000,19000,,,30000,,30000,,,,,11-Apr-02,11-Apr-02,,,,,,,,,19-Aug-02,,,,,,,,,,,,,,,,,"CEX,"
1741,UNDP,UNDP,,AFR,,Seychelles,,SC,Multi Focal Area,M,M,National Capacity Self-Assessment (NCSA) for Global Environmental Management,GEF - 3,EA,Enabling Activity,Under Implmentation,GET,GEF Trust Fund,Ministry of Environment,Government,,,0,0,1,0,0,0,0,0,0,0,Funke Oyewole,,2584,,-EA-,,,,,,,21500,,21500,,,,,,200000,,200000,200000,33225,,,70000,,70000,16-Jul-03,,,,25-Jul-03,25-Jul-03,,,,,,,,,9-Oct-03,,,,9-Oct-03,,,,,,,,,,,,,"SIDS,"
1743,UNDP,UNDP,,Asia,,Yemen,,YE,Multi Focal Area,M,M,National Capacity Self-Assessment (NCSA) for Global Environment Management,GEF - 3,EA,Enabling Activity,Under Implmentation,GET,GEF Trust Fund,EPA,Government,,,0,0,1,0,0,0,0,0,0,0,Funke Oyewole,,2567,,-EA-,,,,,,,25000,,25000,,,,,,200000,,200000,200000,33750,,,25000,,25000,27-Aug-03,,,,31-Dec-03,31-Dec-03,,,,,,,,,28-Nov-04,,,,28-Nov-04,,,,,,,,,,,,,"ECA,"
2206,UNDP,UNDP,,LAC,,Chile,,CL,Multi Focal Area,M,M,National Capacity Self-Assessment (NCSA) for Global Environment Management,GEF - 3,EA,Enabling Activity,Under Implmentation,GET,GEF Trust Fund,CONAMA,Government,,,0,0,1,0,0,0,0,0,0,0,Funke Oyewole,,2900,,-EA-,,,,,,,0,,,,,,,,200000,,200000,200000,30000,,,40000,,40000,12-Dec-03,,,,30-Dec-03,30-Dec-03,,,,,,,,,27-Dec-04,,,,27-Dec-04,,,,,,,,,,,,,"LAC,"
1565,UNDP,UNDP,,Asia,,Cook Islands,,CK,Biodiversity,B,B,Biodiversity Enabling Activity 'Add-on' Component for Cook Islands,GEF - 3,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Cook Islands Government (Office of the International Environment Advisor),Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,975,,-EA-,,,,,,,0,,,,,,,,201000,,201000,201000,30150,,,20000,,20000,5-Nov-01,,,,15-Aug-02,15-Aug-02,,,,,,,,,,,,,,,,,,,,,,,,,,"SIDS,"
1402,UNDP,UNDP,,AFR,,Benin,,BJ,Biodiversity,B,B,"Capacity Needs Assessment for the Implementation of Benin's National Biodiversity Strategy and Action Plan, Second National Report, and Clearing House Mechanism (add on)",GEF - 2,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,"Directorate of the Enviornment of the Ministry of the Environment, Housing and Urban Affairs",Government,,,0,0,0,0,0,0,0,0,0,0,Song Li,,281,,-EA-,,,,,,,0,,,,,,,,202000,,202000,202000,3300,,,40446,,40446,9-Nov-00,,,,1-May-01,1-May-01,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
1072,UNDP,UNDP,,AFR,,Burkina Faso,,BF,Biodiversity,B,B,Capacity Needs Assessment for the Implementation of the Burkina Faso's National Biodiversity Strategy and Action Plan and 2nd National Report to COP of CBD,GEF - 2,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Ministry of the Environment and Water/Permanent Secretariat of the National council for Environmental Management SP/CONAGESE,Government,,,0,0,0,0,0,0,0,0,0,0,Yuki Yoshimura,,283,,-EA-,,,,,,,0,,,,,,,,205100,,205000,205000,30765,,,,,,24-Apr-01,,,,1-May-01,1-May-01,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
1585,UNDP,UNDP,,LAC,,Grenada,,GD,Biodiversity,B,B,Assessment of Capacity Building Needs and Country Specific Priorities,GEF - 2,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Ministry of Finance,Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,1350,,-EA-,,,,,,,0,,,,,,,,206000,,206000,206000,30900,,,40000,,40000,25-Feb-02,,,,20-Mar-02,20-Mar-02,,,,,,,,,,,,,,,,,,,,,,,,,,"SIDS,"
1810,UNDP,UNDP,,LAC,,St. Vincent and Grenadines,,VC,Biodiversity,B,B,Assessment of Capacity Building Needs and Country Specific Priorities (Add-on),GEF - 3,EA,Enabling Activity,IA Approved,GET,GEF Trust Fund,Ministry of Health and the Environment,Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,787,,-EA-,,,,,,,0,,,,,,,,206000,,206000,206000,30900,,,180000,,180000,29-Jul-02,,,,15-Aug-02,15-Aug-02,,,,,,,,,18-Aug-98,,,,,,,,,,,,,,,,,"SIDS,"
1382,UNDP,UNDP,,ECA,,Latvia,,LV,Biodiversity,B,B,Priority Capacity Building for Biodiversity and Establishment of CHM Structures (add on),GEF - 2,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Ministry of Environmental Protection and Regional Development,Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,348,,-EA-,,,,,,,0,,,,,,,,206600,,206600,206600,30990,,,,,,6-Apr-01,,,,8-Jun-01,8-Jun-01,,,,,,,,,,,,,,,,,,,,,,,,,,"ECA,"
1292,UNDP,UNDP,,AFR,,Swaziland,,SZ,Biodiversity,B,B,"Assessment of Capacity Building Needs, Completion of the CHM Process and Preparation of the 2nd National Report to the CBD COP",GEF - 2,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Swaziland Environment Authority,Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,289,,-EA-,,,,,,,0,,,,,,,,207000,,207000,207000,31050,,,100000,,100000,4-May-01,,,,20-Jul-01,20-Jul-01,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
1812,UNDP,UNDP,,AFR,,Guinea,,GN,Biodiversity,B,B,Identification of Capacity-Building Needs for BD Strategy Implementation and Strengthening of the CHM (Add on),GEF - 3,EA,Enabling Activity,IA Approved,GET,GEF Trust Fund,"Ministry of Mines, Geology and Environment via the National Directorate of Environment",Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,421,,-EA-,,,,,,,0,,,,,,,,210000,,210000,210000,31500,,,,,,1-Aug-02,,,,3-Sep-02,3-Sep-02,,,,,,,,,27-Jan-98,,,,,,,,,,,,,,,,,"AFR,"
1379,UNDP,UNDP,,Asia,,Samoa,,WS,Biodiversity,B,B,Additional Funding of Biodiversity Enabling Activity,GEF - 2,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Division of Environment and Conservation,Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,986,,-EA-,,,,,,,0,,,,,,,,215000,,215000,215000,32250,,,25000,,25000,21-Jun-01,,,,10-Jul-01,10-Jul-01,,,,,,,,,,,,,,,,,,,,,,,,,,"SIDS,"
237,UNDP,UNDP,,AFR,,Chad,,TD,Biodiversity,B,B,"National Biodiversity Strategy, Action Plan and Country Report to the COP",GEF - 1,EA,Enabling Activity,Under Implmentation,GET,GEF Trust Fund,Ministry of Environment and Tourism,Government,,,0,0,0,0,0,0,0,0,0,0,,,191,,-EA-,,,,,,,25000,,25000,,,,,,218160,,218160,218160,,,,,,,,,,,1-Sep-96,1-Sep-96,,,,,,,,,1-Sep-07,,,,1-Sep-07,1-Jun-97,,,,,,,,,,,,"AFR,"
1695,UNDP,UNDP,,Asia,,Marshall Islands,,MH,Biodiversity,B,B,Assessment of Capacity-building Needs and Country Specific Priorities in Biodiversity and Participation in the Clearing House Mechanism,GEF - 2,EA,Enabling Activity,IA Approved,GET,GEF Trust Fund,"Environmental Protection Authority, Ministry of Health and Environment",Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,627,,-EA-,,,,,,,0,,,,,,,,220000,,220000,220000,33000,,,52800,,52800,2-Apr-02,,,,19-Apr-02,19-Apr-02,,,,,,,,,9-Dec-97,,,,,,,,,,,,,,,,,"SIDS,"
1290,UNDP,UNDP,,LAC,,El Salvador,,SV,Biodiversity,B,B,Assessment of Capacity Building Needs and Country Specific Priorities in Biodiversity in El Salvador,GEF - 2,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Ministry of Environment and Natural Resources,Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,532,,-EA-,,,,,,,0,,,,,,,,225000,,225000,225000,33750,,,30000,,30000,2-May-01,,,,11-May-01,11-May-01,,,,,,,,,,,,,,,,,,,,,,,,,,"LAC,"
1456,UNEP,UNEP,,ECA,,Poland,,PL,Biodiversity,B,B,Add-on: Biodiversity Enabling Activities: Assessment of Capacity Building Needs for Biodiversity Conservation and Sustainable Use,GEF - 2,EA,Enabling Activity,Project Closure,GET,GEF Trust Fund,National Foundation for Environmental Protection (NFEP),Foundation,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,,,-EA-,,,,,,,0,,,,,,,,234000,,234000,234000,54000,,,61600,,61600,12-Sep-01,,,,24-Sep-01,24-Sep-01,,,,,,,,,17-Dec-01,,17-Dec-01,,17-Dec-01,30-Apr-03,30-Apr-03,,30-Apr-03,,,,,,17-Dec-01,,,"ECA,"
1463,UNDP,UNDP,,AFR,,Guinea-Bissau,,GW,Biodiversity,B,B,Capacity -building Needs Assessment for the Implementation of the National Biodiversity Strategy of Guinea-Bissau and Strengthening of Clearing House Mechanism (Add on),GEF - 2,EA,Enabling Activity,CEO Approved,GET,GEF Trust Fund,Ministry of Natural Resources and Energy,Government,,,0,0,0,0,0,0,0,0,0,0,Avani Vaish,,282,,-EA-,,,,,,,0,,,,,,,,240500,,240500,240500,36075,,,,,,22-Sep-01,,,,16-Oct-01,16-Oct-01,,,,,,,,,,,,,,,,,,,,,,,,,,"AFR,"
279,UNDP,UNDP,,Asia,,Jordan,,JO,Climate Change,C,C,Building Capacity for GHG Inventory and Action Plans in the Hashemite Kingdom of Jordan in Response to UNFCCC Communications Obligations,GEF - 1,EA,Enabling Activity,Under Implmentation,GET,GEF Trust Fund,Government of Jordan - Ministry of Planning,Government,,,0,0,0,0,1,0,0,0,0,0,,,51,,-EA-,,,,,,,0,,,,,,,,242000,,242000,242000,,,,,,115000,,,1-Feb-95,1-Feb-95,1-Feb-95,,17-Oct-95,,,,,,,,21-Mar-96,,,,21-Mar-96,1-Mar-98,,,,,,,,,,,,"ECA,"
